Filename,WindSpeed,Power,Thrust,Ct,Samples
case_Dir0_Ang0_Spd21p3.out,21.3,4999.859357032148,315.0656467176641,0.09092949535060071,20001
case_Dir0_Ang0_Spd21p4.out,21.400000000000002,4999.869756512175,314.1508424578771,0.08982011719101668,20001
case_Dir0_Ang0_Spd21p5.out,21.5,4999.882305884706,313.1881155942203,0.08871382183248272,20001
case_Dir0_Ang0_Spd21p6.out,21.599999999999998,4999.856957152142,312.25573221338936,0.08763263139781945,20001
case_Dir0_Ang0_Spd21p7.out,21.699999999999996,4999.853307334633,311.25692215389233,0.08654908608559583,20001
case_Dir0_Ang0_Spd21p8.out,21.800000000000004,4999.881705914704,310.3672916354182,0.08551176973395364,20001
case_Dir0_Ang0_Spd21p9.out,21.900000000000002,4999.903304834758,309.5818509074546,0.08451819200127501,20001
case_Dir0_Ang0_Spd22p0.out,22.0,4999.8762061896905,308.59522523873807,0.08348467788678497,20001
case_Dir0_Ang0_Spd22p1.out,22.099999999999998,4999.897705114744,307.6949102544873,0.08248950554873484,20001
case_Dir0_Ang0_Spd22p2.out,22.199999999999996,4999.888805559722,306.8672716364182,0.0815281445302777,20001
case_Dir0_Ang0_Spd22p3.out,22.300000000000004,4999.893855307235,305.98561071946403,0.08056644728197553,20001
case_Dir0_Ang0_Spd22p4.out,22.400000000000002,4999.907354632269,305.1316534173291,0.07962586459702908,20001
case_Dir0_Ang0_Spd22p5.out,22.5,4999.9114044297785,304.32866356682166,0.07871196563991859,20001
case_Dir0_Ang0_Spd22p6.out,22.599999999999998,4999.911554422279,303.5369631518424,0.07781398229481763,20001
case_Dir0_Ang0_Spd22p7.out,22.699999999999996,4999.910554472276,302.77511624418776,0.07693631842695249,20001
case_Dir0_Ang0_Spd22p8.out,22.800000000000004,4999.908954552272,302.0812559372031,0.07608814908497845,20001
case_Dir0_Ang0_Spd22p9.out,22.900000000000002,4999.915004249788,301.39993000349983,0.07525495801711558,20001
case_Dir0_Ang0_Spd23p0.out,23.0,4999.917204139793,300.7068446577671,0.07443043838014406,20001
case_Dir0_Ang0_Spd23p1.out,23.099999999999998,4999.923153842308,300.001589920504,0.07361435851427688,20001
case_Dir0_Ang0_Spd23p2.out,23.199999999999996,4999.924453777311,299.34465276736165,0.07282130714555164,20001
case_Dir0_Ang0_Spd23p3.out,23.300000000000004,4999.924953752313,298.675611219439,0.07203620982905705,20001
case_Dir0_Ang0_Spd23p4.out,23.400000000000002,4999.928753562322,298.02388380580965,0.07126598475754316,20001
case_Dir0_Ang0_Spd23p5.out,23.5,4999.914404279786,297.3608619569021,0.07050355529604704,20001
case_Dir0_Ang0_Spd23p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd23p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd23p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd23p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p1.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p2.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p3.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p4.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p5.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd24p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p1.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p2.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p3.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p4.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p5.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd25p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p1.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p2.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p3.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p4.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p5.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd26p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p1.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p2.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p3.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p4.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p5.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd27p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p1.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p2.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p3.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p4.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p5.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd28p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p1.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p2.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p3.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p4.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p5.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p6.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p7.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p8.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd29p9.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd2p0.out,2.0,0.0,30.707960601969898,0.0,20001
case_Dir0_Ang0_Spd2p1.out,2.1,0.0,35.347472626368685,0.0,20001
case_Dir0_Ang0_Spd2p2.out,2.1999999999999997,0.0,39.02744962751863,0.0,20001
case_Dir0_Ang0_Spd2p3.out,2.3000000000000003,0.0,42.395333733313336,0.0,20001
case_Dir0_Ang0_Spd2p4.out,2.4,0.0,47.31513774311284,0.0,20001
case_Dir0_Ang0_Spd2p5.out,2.5,0.001195938753062347,52.32139693015349,0.89,20001
case_Dir0_Ang0_Spd2p6.out,2.6,1.984615848322584,57.05558722063896,0.89,20001
case_Dir0_Ang0_Spd2p7.out,2.6999999999999997,8.838351232438379,60.59319134043297,0.89,20001
case_Dir0_Ang0_Spd2p8.out,2.8000000000000003,16.578216589170545,64.20701464926753,0.89,20001
case_Dir0_Ang0_Spd2p9.out,2.8999999999999995,24.80721213939303,67.91588520573971,0.89,20001
case_Dir0_Ang0_Spd30p0.out,0.0,0.0,0.0,0.0,0
case_Dir0_Ang0_Spd3p0.out,3.0,33.60449077546123,71.69405979701015,0.89,20001
case_Dir0_Ang0_Spd3p1.out,3.1000000000000005,43.07567471626419,75.54946102694865,0.89,20001
case_Dir0_Ang0_Spd3p2.out,3.1999999999999997,52.97505124743763,79.48904304784762,0.89,20001
case_Dir0_Ang0_Spd3p3.out,3.3000000000000003,63.53130243487826,83.50321883905804,0.89,20001
case_Dir0_Ang0_Spd3p4.out,3.4,74.91710964451778,87.60085095745214,0.89,20001
case_Dir0_Ang0_Spd3p5.out,3.5,86.72667966601671,91.7842037898105,0.89,20001
case_Dir0_Ang0_Spd3p6.out,3.6,99.41679366031698,96.05590320483977,0.89,20001
case_Dir0_Ang0_Spd3p7.out,3.6999999999999997,112.6798410079496,100.4125548722564,0.89,20001
case_Dir0_Ang0_Spd3p8.out,3.8000000000000003,126.98080595970202,104.85037098145092,0.89,20001
case_Dir0_Ang0_Spd3p9.out,3.9,142.11382430878456,109.36367681615918,0.89,20001
case_Dir0_Ang0_Spd4p0.out,4.0,158.16795660216988,113.95811709414528,0.89,20001
case_Dir0_Ang0_Spd4p1.out,4.1000000000000005,175.19910004499775,118.64017299135041,0.89,20001
case_Dir0_Ang0_Spd4p2.out,4.2,193.20254487275636,123.40840457977102,0.89,20001
case_Dir0_Ang0_Spd4p3.out,4.3,212.03641317934108,128.26334183290837,0.89,20001
case_Dir0_Ang0_Spd4p4.out,4.3999999999999995,231.86917654117295,133.19876006199692,0.89,20001
case_Dir0_Ang0_Spd4p5.out,4.5,252.59285035748212,138.2177191140443,0.89,20001
case_Dir0_Ang0_Spd4p6.out,4.6000000000000005,274.14774261286937,143.3245237738113,0.8868859592513612,20001
case_Dir0_Ang0_Spd4p7.out,4.7,296.6787110644468,148.5223638818059,0.8803575078550672,20001
case_Dir0_Ang0_Spd4p8.out,4.8,320.1851757412129,153.8209939503025,0.8741703537770317,20001
case_Dir0_Ang0_Spd4p9.out,4.8999999999999995,344.69032548372576,159.22152392380383,0.8683054993027506,20001
case_Dir0_Ang0_Spd5p0.out,5.0,370.2068996550172,164.71365931703417,0.86268558718017,20001
case_Dir0_Ang0_Spd5p1.out,5.1000000000000005,396.7528223588821,170.28361081945903,0.8572261953680146,20001
case_Dir0_Ang0_Spd5p2.out,5.2,424.29839008049606,175.92042397880107,0.8518684053025541,20001
case_Dir0_Ang0_Spd5p3.out,5.3,452.91745412729364,181.65970201489927,0.8467784434948975,20001
case_Dir0_Ang0_Spd5p4.out,5.3999999999999995,482.610439478026,187.48694565271737,0.8418727449491775,20001
case_Dir0_Ang0_Spd5p5.out,5.5,513.3542472876356,193.3869506524674,0.8370756751787695,20001
case_Dir0_Ang0_Spd5p6.out,5.6000000000000005,545.1743662816859,199.37041647917604,0.8324297586005918,20001
case_Dir0_Ang0_Spd5p7.out,5.700000000000001,578.0839558022099,205.45485225738713,0.8279986458765004,20001
case_Dir0_Ang0_Spd5p8.out,5.799999999999999,612.0733613319335,211.6336433178341,0.8237428475788277,20001
case_Dir0_Ang0_Spd5p9.out,5.8999999999999995,647.1751362431878,217.90014499275034,0.8196273300725044,20001
case_Dir0_Ang0_Spd6p0.out,6.0,683.381975901205,224.222398880056,0.815529037882217,20001
case_Dir0_Ang0_Spd6p1.out,6.1000000000000005,720.6997900104994,230.62198390080496,0.8115288601751709,20001
case_Dir0_Ang0_Spd6p2.out,6.200000000000001,759.132383380831,237.10123493825307,0.8076317287433461,20001
case_Dir0_Ang0_Spd6p3.out,6.299999999999999,798.7044397780111,243.64165291735415,0.8037729262946889,20001
case_Dir0_Ang0_Spd6p4.out,6.3999999999999995,839.4239138043099,250.25164241787908,0.7999814632372284,20001
case_Dir0_Ang0_Spd6p5.out,6.5,881.2869956502175,256.94830758462075,0.7963096589305264,20001
case_Dir0_Ang0_Spd6p6.out,6.6000000000000005,924.3050647467627,263.7419079046048,0.792782779146947,20001
case_Dir0_Ang0_Spd6p7.out,6.7,968.4991650417479,270.5876256187191,0.7892621237097553,20001
case_Dir0_Ang0_Spd6p8.out,6.8,1013.8725063746813,277.49276036198194,0.7857723941263702,20001
case_Dir0_Ang0_Spd6p9.out,6.8999999999999995,1060.4518274086295,284.4786560671966,0.7823740576963123,20001
case_Dir0_Ang0_Spd7p0.out,7.0,1108.2641867906605,291.5322783860807,0.7790287795972684,20001
case_Dir0_Ang0_Spd7p1.out,7.1000000000000005,1157.3394330283486,298.6768511574421,0.7757964750657486,20001
case_Dir0_Ang0_Spd7p2.out,7.2,1207.710414479276,305.9458827058647,0.7727563019938215,20001
case_Dir0_Ang0_Spd7p3.out,7.3,1259.4157292135394,313.3097745112745,0.7698234906329322,20001
case_Dir0_Ang0_Spd7p4.out,7.3999999999999995,1312.4925253737313,320.72786360681965,0.766895496271903,20001
case_Dir0_Ang0_Spd7p5.out,7.5,1366.9367531623418,328.25951702414875,0.764113257355958,20001
case_Dir0_Ang0_Spd7p6.out,7.6000000000000005,1422.8097095145242,335.8780260986951,0.7614078377815877,20001
case_Dir0_Ang0_Spd7p7.out,7.7,1480.1388930553471,343.59807509624517,0.7588085350643508,20001
case_Dir0_Ang0_Spd7p8.out,7.8,1538.96405179741,351.45393730313486,0.7563836682173302,20001
case_Dir0_Ang0_Spd7p9.out,7.8999999999999995,1599.5286235688216,359.3838808059597,0.7539930571964414,20001
case_Dir0_Ang0_Spd8p0.out,8.0,1664.174791260437,367.4552822358882,0.7517742675771556,20001
case_Dir0_Ang0_Spd8p1.out,8.1,1727.49992500375,376.4818509074546,0.7513407474698836,20001
case_Dir0_Ang0_Spd8p2.out,8.200000000000001,1791.2569371531424,385.74475776211193,0.751164860349003,20001
case_Dir0_Ang0_Spd8p3.out,8.299999999999999,1856.6122193890305,395.1179741012949,0.7509889329289123,20001
case_Dir0_Ang0_Spd8p4.out,8.4,1923.491225438728,404.5655067246638,0.7507463255765953,20001
case_Dir0_Ang0_Spd8p5.out,8.5,1991.9746012699366,414.1155192240388,0.7504929038115882,20001
case_Dir0_Ang0_Spd8p6.out,8.6,2062.0997950102496,423.80193490325485,0.7502896716310344,20001
case_Dir0_Ang0_Spd8p7.out,8.700000000000001,2133.81195940203,433.526018699065,0.7499625853308765,20001
case_Dir0_Ang0_Spd8p8.out,8.799999999999999,2207.1599920004,443.3751512424379,0.7496679439839765,20001
case_Dir0_Ang0_Spd8p9.out,8.9,2282.152842357882,453.32137393130347,0.7493576036990093,20001
case_Dir0_Ang0_Spd9p0.out,9.0,2358.8075596220187,463.35186240687955,0.7490120928289292,20001
case_Dir0_Ang0_Spd9p1.out,9.1,2437.145242737863,473.5078446077695,0.7486991310466826,20001
case_Dir0_Ang0_Spd9p2.out,9.200000000000001,2517.166391680416,483.74561271936403,0.7483492365328266,20001
case_Dir0_Ang0_Spd9p3.out,9.299999999999999,2598.953202339883,494.07895605219744,0.7479858719721083,20001
case_Dir0_Ang0_Spd9p4.out,9.4,2682.398030098495,504.470001499925,0.7475540075256644,20001
case_Dir0_Ang0_Spd9p5.out,9.5,2767.5601719914002,514.9792460376981,0.7471459589683077,20001
case_Dir0_Ang0_Spd9p6.out,9.6,2854.499625018749,525.5845257737113,0.7467290371686537,20001
case_Dir0_Ang0_Spd9p7.out,9.700000000000001,2943.1590920453978,536.2225238738063,0.746215935634934,20001
case_Dir0_Ang0_Spd9p8.out,9.799999999999999,3033.5925703714815,547.010794460277,0.7457730420215128,20001
case_Dir0_Ang0_Spd9p9.out,9.9,3125.846357682116,557.8976501174941,0.7453273847294253,20001
